image_id,dog_visible,face_clear,no_duplicate_face_parts,no_extra_legs,one_dog,no_mirror,no_multi_panel,pastel_style,no_realistic_rendering,human_prompt_consistency,human_face_clear,prompt_reflected,brightness_ok,sharpness_ok,pastel_color_ok,time_palette_ok,place_context_ok,no_text,reason_dog_visible,reason_face_clear,reason_no_duplicate_face_parts,reason_no_extra_legs,reason_one_dog,reason_no_mirror,reason_no_multi_panel,reason_pastel_style,reason_no_realistic_rendering,reason_human_prompt_consistency,reason_human_face_clear,reason_prompt_reflected,reason_brightness_ok,reason_sharpness_ok,reason_pastel_color_ok,reason_time_palette_ok,reason_place_context_ok,reason_no_text,total_score,raw_level,caps_applied,final_level,input_tokens,output_tokens
20260416_095537_996595,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 명확히 이미지에 나타나 있다.,강아지 얼굴이 선명하게 표현되어 있다.,"눈, 코, 귀가 중복되지 않게 그려져 있다.",다리 개수가 적절하게 표현되어 있다.,이미지에는 강아지가 한 마리만 있다.,반사된 이미지가 없다.,단일 장면으로 구성되어 있다.,파스텔 그림책 스타일로 표현되었다.,사실적 렌더링이 보이지 않는다.,사람 표현이 프롬프트와 충돌하지 않는다.,사람 얼굴이 식별 가능하게 표현되었다.,프롬프트의 장면이 이미지에 반영되었다.,밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 속한다.,프롬프트의 시간대 및 팔레트가 이미지와 부합한다.,프롬프트의 장소 키워드가 이미지 배경과 일치한다.,이미지에 텍스트가 삽입되지 않았다.,18,L5,,L5,1744,553
20260416_095601_54be30,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1.0,1,이미지에 강아지가 명확히 보인다.,강아지 얼굴이 선명하게 표현되어 있다.,강아지의 얼굴 부분이 중복 생성되지 않았다.,강아지의 다리 개수가 정상적으로 표현되어 있다.,이미지에 강아지는 한 마리만 있다.,반사/거울 효과가 없다.,단일 장면으로 표현되어 있다.,한국식 파스텔 그림책 스타일이다.,사실적 렌더링이 혼입되지 않았다.,사람의 얼굴이 이미지에 등장하지 않아 평가 불가.,이미지에 사람의 얼굴이 없어 평가할 수 없다.,밤 산책 장면이 이미지에 반영되어 있다.,밝기가 적절하게 표현되어 있다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 속한다.,밤의 팔레트가 이미지에 잘 표현되어 있다.,밤의 도로 상황이 배경으로 잘 표현되어 있다.,이미지에 텍스트가 삽입되지 않았다.,16,L4,,L4,1739,546
20260416_095626_9e9226,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1.0,1,강아지가 이미지에 명확히 드러나고 있습니다.,강아지 얼굴이 선명하게 표현되어 있습니다.,"눈, 코, 귀가 중복되지 않고 올바르게 표현되었습니다.",다리의 개수가 적절하게 표현되었습니다.,강아지가 한 마리만 그려져 있습니다.,반사 이미지가 없습니다.,단일 장면으로 표현되어 있습니다.,파스텔 그림책 스타일로 잘 표현되었습니다.,사실적 렌더링이 포함되지 않았습니다.,사람이 등장하지 않아 해당 없음.,사람이 등장하지 않아 해당 없음.,로프를 가지고 노는 장면이 프롬프트와 잘 일치합니다.,밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 적절하게 속합니다.,시간대와 관련된 정보가 없어 판단할 수 없음.,장소 키워드와 이미지 배경이 일치합니다.,이미지에 텍스트가 삽입되지 않았습니다.,16,L4,,L4,1742,599
20260416_095654_19fdb9,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1.0,1,강아지가 이미지 중앙에 명확히 보인다.,강아지 얼굴이 선명하게 표현되어 있다.,"눈, 코, 귀가 중복되지 않았다.",강아지의 다리 개수가 올바르게 표현되었다.,이미지에 정확히 한 마리의 강아지가 있다.,반사 또는 거울 효과는 없다.,단일 장면으로 표현되어 있다.,파스텔 그림책 스타일이 잘 드러나 있다.,사실적 렌더링이 없다.,사람 표현이 불명확해서 판단 불가.,사람의 얼굴이 명확히 보이지 않으므로 판단 불가.,여름날 포근한 분위기가 잘 반영되었다.,밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 맞다.,여름날의 밝은 팔레트가 일치한다.,자연 배경이 설정된 장소와 일치한다.,이미지에 텍스트가 없다.,16,L4,,L4,1743,543
20260416_095720_cf997e,1,1,1,1,1,1,1,1,1,1.0,,1,1,1,1,1.0,1.0,1,이미지에 강아지가 명확히 나타나 있다.,강아지 얼굴이 선명하고 왜곡이 없다.,"눈, 코, 귀가 중복되지 않았다.",다리 개수가 정상적으로 보인다.,이미지에는 강아지가 한 마리만 있다.,반사나 거울 이미지가 없다.,멀티패널이 아닌 단일 장면이다.,한국-일본식 파스텔 그림책 스타일이다.,사실적 렌더링이 혼입되지 않았다.,사람의 모습이 프롬프트와 충돌하지 않는다.,사람의 얼굴이 측면으로 보인다.,강아지가 담요 위에 있는 장면이 프롬프트와 일치한다.,이미지 밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 속한다.,프롬프트의 분위기와 이미지 팔레트가 일치한다.,실내 장면이며 프롬프트와 일치한다.,이미지에 텍스트가 삽입되지 않았다.,17,L5,,L5,1740,539
20260416_095746_b73eea,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,이미지에 강아지가 명확히 검출된다.,강아지 얼굴이 선명하게 표현되어 있다.,강아지의 얼굴에 중복된 부분이 없다.,강아지의 다리 추가 생성이 없다.,이미지에는 강아지가 한 마리만 있다.,반사거나 거울 이미지가 존재하지 않는다.,이미지는 단일 장면이다.,한국-일본식 파스텔 그림책 스타일로 그려졌다.,사실적 렌더링 요소가 없다.,프롬프트와 사람 표현이 충돌되지 않는다.,사람 얼굴이 식별 가능하게 표현되어 있다.,프롬프트의 장면이 이미지에 반영되었다.,밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 있다.,프롬프트의 낮/밤과 이미지 팔레트가 일치한다.,프롬프트의 장소와 이미지의 배경이 일치한다.,이미지에 텍스트가 삽입되지 않았다.,18,L5,,L5,1745,554
20260416_095815_7e1c3a,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,,1.0,1,강아지가 이미지에 명확히 나타남.,강아지 얼굴이 선명하게 표현됨.,"눈, 코, 귀가 중복되지 않음.",강아지 다리가 추가 생성되지 않음.,이미지에 강아지가 한 마리만 존재함.,반사 또는 거울 이미지가 없음.,단일 장면으로 구성되어 있음.,한국-일본식 파스텔 그림 스타일로 보임.,사실적 렌더링이 혼입되지 않음.,프롬프트에 등장하는 사람이 일치됨.,사람 얼굴이 식별 가능하게 표현됨.,프롬프트의 장면이 이미지에 반영됨.,이미지의 밝기가 적절함.,이미지가 선명함.,색감이 파스텔 범위에 포함됨.,시간대 정보는 프롬프트에 없음.,프롬프트의 장소와 이미지 배경이 일치함.,이미지에 텍스트가 삽입되지 않음.,17,L5,,L5,1738,541
20260416_095839_7adf64,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,이미지에 강아지가 명확히 검출됩니다.,강아지의 얼굴이 선명하게 표현되어 있습니다.,중복된 얼굴 부위 없이 자연스럽게 표현되었습니다.,강아지의 다리가 추가로 생성되지 않았습니다.,이미지에는 정확히 1마리의 강아지가 있습니다.,반사나 거울 이미지는 보이지 않습니다.,단일 장면으로 구성되어 있습니다.,한국식 파스텔 그림책 스타일로 표현되었습니다.,사실적 렌더링 없이 파스텔 스타일을 유지하고 있습니다.,프롬프트와 사람의 표현이 충돌하지 않습니다.,사람의 얼굴이 식별 가능하게 표현되었습니다.,프롬프트의 장면이 이미지에 잘 반영되었습니다.,밝기가 적절하게 조정되어 있습니다.,이미지가 충분히 선명하게 표현되었습니다.,색감이 파스텔 범위에 적합합니다.,노을 시간대에 맞는 팔레트를 사용했습니다.,프롬프트의 장소와 이미지 배경이 일치합니다.,이미지에 텍스트가 삽입되지 않았습니다.,18,L5,,L5,1744,567
20260416_103755_8feeb8,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 명확히 보입니다.,강아지 얼굴이 선명하게 그려져 있습니다.,강아지의 얼굴 부분이 중복되지 않았습니다.,강아지의 다리가 추가적으로 그려지지 않았습니다.,이미지에는 강아지가 정확히 한 마리 있습니다.,반사나 거울 이미지가 없습니다.,단일 장면으로 그려져 있습니다.,한국-일본식 파스텔 그림책 스타일입니다.,사실적 렌더링이 혼입되지 않았습니다.,프롬프트와 사람의 표현이 일치합니다.,사람의 얼굴이 식별 가능하게 표현되었습니다.,프롬프트의 장면이 이미지에 반영되어 있습니다.,밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 잘 들어맞습니다.,프롬프트의 낮/밤과 이미지 팔레트가 일치합니다.,프롬프트의 장소 키워드와 이미지 배경이 일치합니다.,이미지에 텍스트가 삽입되지 않았습니다.,18,L5,,L5,1742,562
20260416_103841_1f8d70,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,이미지에 강아지가 명확히 나타나 있다.,강아지 얼굴이 선명하게 표현되어 있다.,강아지의 얼굴 부분이 중복되지 않았다.,다리가 추가적으로 생성되지 않았다.,이미지에 강아지가 정확히 1마리 있다.,반사나 거울 이미지가 없다.,멀티패널이나 분할 화면이 아니다.,한국-일본식 파스텔 그림책 스타일이다.,사실적 렌더링이 혼입되지 않았다.,프롬프트의 사람 표현과 충돌하지 않는다.,사람 얼굴이 식별 가능하게 표현되었다.,프롬프트의 장면이 이미지에 반영되었다.,밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 속한다.,프롬프트의 낮 시간과 이미지 팔레트가 일치한다.,프롬프트의 공원 배경이 이미지에 일치한다.,이미지에 텍스트가 삽입되지 않았다.,18,L5,,L5,1741,607
20260416_103909_5fee36,1,1,1,1,1,1,1,1,1,0.0,1.0,0,1,1,1,,0.0,1,강아지가 이미지에 명확히 보입니다.,강아지 얼굴이 선명하게 표현되어 있습니다.,"눈, 코, 귀가 중복되지 않았습니다.",강아지의 다리가 추가 생성되지 않았습니다.,이미지 내 강아지가 한 마리입니다.,반사 또는 거울 이미지가 없습니다.,단일 장면으로 구성되어 있습니다.,파스텔 톤의 그림책 스타일입니다.,사실적인 렌더링이 없습니다.,프롬프트와 사람의 상호작용 상황이 일치하지 않습니다.,사람의 얼굴이 식별 가능하게 표현되었습니다.,프롬프트의 장면과 이미지가 일치하지 않습니다.,이미지의 밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위 내에 있습니다.,프롬프트에 낮/밤 정보가 없습니다.,프롬프트 장소와 이미지 배경이 일치하지 않습니다.,이미지에 텍스트가 없습니다.,14,L4,prompt_reflected->L3,L3,1739,540
20260416_103934_44e77c,1,1,1,1,1,1,1,1,1,,,0,1,1,1,,,1,강아지가 명확히 보입니다.,강아지 얼굴이 선명하게 그려져 있습니다.,중복된 얼굴 부위가 없습니다.,추가적인 다리가 보이지 않습니다.,이미지에 강아지가 한 마리 그려져 있습니다.,반사 또는 거울 이미지가 없습니다.,단일 장면으로 구성되어 있습니다.,한국-일본식 파스텔 그림책 스타일입니다.,사실적 렌더링이 혼입되지 않았습니다.,프롬프트와 사람 묘사의 직접적인 연결이 없습니다.,사람의 얼굴이 보이지 않습니다.,"강아지가 산책 중인 장면으로, 프롬프트와 관련성이 부족합니다.",이미지의 밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 속합니다.,프롬프트에 낮/밤에 대한 정보가 없습니다.,프롬프트에 장소와 관련된 정보가 없습니다.,이미지에 텍스트가 삽입되지 않았습니다.,13,L3,prompt_reflected->L3,L3,1741,544
20260416_103959_4a15fe,1,1,1,1,1,0,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 이미지에 명확히 보인다.,강아지 얼굴이 선명하게 표현되어 있다.,"눈, 코, 귀 등 얼굴 부위가 중복되지 않았다.",강아지의 다리 개수가 자연스럽다.,이미지 내 강아지가 정확히 한 마리이다.,거울에 비친 강아지 이미지가 존재한다.,단일 장면으로 구성되어 있다.,한국-일본식 파스텔 그림책 스타일이다.,사실적 렌더링 없이 부드러운 파스텔 느낌이다.,프롬프트와 인간 묘사는 충돌하지 않는다.,사람의 얼굴이 식별 가능하다.,강아지가 아름답게 꾸며진 모습이다.,밝기가 적절하게 표현되었다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 적합하다.,시간대를 특정하지 않아 다소 중립적이다.,집안의 모습으로 장소가 잘 표현되었다.,이미지에 텍스트가 삽입되지 않았다.,17,L5,,L5,1742,536
20260416_104025_ef714c,1,1,1,1,0,1,1,1,1,,1.0,0,1,1,1,1.0,1.0,1,이미지에 두 마리의 강아지가 명확히 보입니다.,강아지 얼굴이 뚜렷하게 잘 표현되어 있습니다.,강아지 얼굴에 중복된 부위가 없습니다.,강아지 다리 개수가 정상적으로 표현되어 있습니다.,이미지에 두 마리의 강아지가 있습니다.,반사나 거울 이미지는 보이지 않습니다.,멀티패널이나 분할 화면이 아닙니다.,한국-일본식 파스텔 그림책 스타일로 그려졌습니다.,사실적 렌더링이 없습니다.,사람의 표현이 프롬프트와 충돌하는지 여부를 판단하기 어렵습니다.,사람 얼굴이 식별 가능하게 표현되었습니다.,프롬프트 내용인 '새 사료'와 관련된 장면은 보이지 않습니다.,밝기가 적절하게 조정되어 있습니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위 안에 있습니다.,시간과 관련된 정보가 없어 팔레트가 잘 어울립니다.,장소와 관련된 정보가 없어 배경이 잘 어울립니다.,이미지에 텍스트가 삽입되어 있지 않습니다.,15,L4,"one_dog->L1,prompt_reflected->L3",L1,1738,568
20260416_104101_725b25,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 이미지 중앙에 명확히 그려져 있습니다.,강아지 얼굴이 선명하게 표현되어 있습니다.,"눈, 코, 귀가 중복되지 않고 정확히 표현되어 있습니다.",다리의 개수는 정상입니다.,이미지에 강아지가 한 마리만 등장합니다.,반사 이미지가 없습니다.,단일 장면으로 구성된 이미지입니다.,한국식 파스텔 그림체가 잘 반영되어 있습니다.,사실적 렌더링이 없습니다.,인물이 프롬프트와 일치합니다.,사람의 얼굴이 선명하게 표현되어 있습니다.,프롬프트 내용이 이미지에 잘 반영되어 있습니다.,밝기가 적절합니다.,이미지가 충분히 선명합니다.,파스텔 색상이 잘 사용되었습니다.,이미지가 저녁 시간대에 맞춰 조명과 색감이 조화되었습니다.,실내 설정이 이미지와 잘 맞아 떨어집니다.,텍스트가 포함되지 않았습니다.,18,L5,,L5,1742,539
20260416_104130_a17a93,1,1,1,0,0,1,0,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,이미지에 강아지가 명확히 보입니다.,강아지 얼굴이 선명하게 표현되어 있습니다.,"눈, 코, 귀의 중복이 없습니다.",이미지 내에 다리가 추가 생성된 부분이 보입니다.,이미지 내에 여러 마리의 강아지가 있습니다.,이미지에 반사 또는 거울 효과는 없습니다.,이미지가 두 개의 패널로 분리되어 있습니다.,파스텔 그림일기 스타일로 보입니다.,사실적 렌더링 없이 그림체가 일관됩니다.,프롬프트와 사람 표현이 충돌하지 않습니다.,사람 얼굴이 식별 가능하게 표현되었습니다.,강아지가 운동장에서 노는 장면이 반영되었습니다.,이미지의 밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 속합니다.,프롬프트의 낮 시간과 팔레트가 일치합니다.,운동장 배경이 적절히 표현되었습니다.,이미지에 텍스트가 포함되어 있지 않습니다.,15,L4,"one_dog->L1,no_multi_panel->L1,no_extra_legs->L2",L1,1741,538
20260416_104156_dd767c,1,1,1,1,0,1,0,1,1,1.0,0.0,1,1,1,1,1.0,1.0,1,이미지에 강아지가 명확히 보인다.,강아지 얼굴이 선명하게 표현되었다.,얼굴 부위가 중복되지 않게 표현되었다.,다리 개수가 정확하게 표현되었다.,이미지에 두 마리의 강아지가 있다.,반사나 거울 이미지가 없다.,이미지가 다중 패널로 나뉘어져 있다.,한국-일본식 파스텔 그림책 스타일이다.,사실적 렌더링이 없다.,사람의 등장이 프롬프트와 충돌하지 않는다.,사람 얼굴이 명확하게 표현되지 않았다.,산책과 자전거가 이미지에 표현되었다.,밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 있다.,프롬프트와 이미지의 팔레트가 일치한다.,프롬프트의 장소가 이미지와 일치한다.,이미지에 텍스트가 삽입되지 않았다.,15,L4,"one_dog->L1,no_multi_panel->L1",L1,1742,547
20260416_104223_48d74c,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1.0,1,이미지에 강아지가 명확히 보입니다.,강아지의 얼굴이 선명하게 표현되었습니다.,"눈, 코, 귀가 중복 없이 정상입니다.",강아지의 다리가 추가 생성되지 않았습니다.,이미지에 강아지가 한 마리만 있습니다.,반사 이미지가 없습니다.,단일 장면으로 구성되어 있습니다.,파스텔 그림책 스타일로 그려졌습니다.,사실적 렌더링이 존재하지 않습니다.,사람의 모습이 부분적으로만 보여 판단할 수 없습니다.,사람의 얼굴이 보이지 않습니다.,프롬프트의 장면이 이미지에 반영되었습니다.,밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 속합니다.,이미지의 시간대 팔레트가 적절합니다.,이미지의 배경이 장소와 잘 어울립니다.,이미지에 텍스트가 삽입되지 않았습니다.,16,L4,,L4,1741,535
20260416_104255_91c25e,1,1,1,1,0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,이미지에 강아지가 명확히 보인다.,강아지 얼굴이 선명하게 표현되어 있다.,강아지의 얼굴 부위가 중복되지 않았다.,강아지의 다리 개수가 정상적이다.,이미지에 강아지가 두 마리 있다.,거울이나 반사 이미지는 없다.,단일 장면으로 구성되어 있다.,한국식 파스텔 그림책 스타일이다.,사실적 렌더링은 혼입되지 않았다.,프롬프트와 사람의 표현이 일치한다.,사람의 얼굴이 선명하게 표현되어 있다.,프롬프트의 장면이 이미지에 반영되어 있다.,밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 있다.,시간대에 맞는 팔레트이다.,장소 키워드와 이미지 배경이 일치한다.,이미지에 텍스트가 삽입되지 않았다.,17,L5,one_dog->L1,L1,1737,538
20260416_104322_21e269,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,이미지에 강아지가 명확히 보입니다.,강아지 얼굴이 선명하게 표현되어 있습니다.,"눈, 코, 귀가 중복되지 않았습니다.",강아지의 다리 개수가 정상적입니다.,강아지가 한 마리만 있습니다.,반사 이미지가 보이지 않습니다.,단일 장면으로 구성된 이미지입니다.,파스텔 그림책 스타일로 표현되었습니다.,사실적 렌더링이 없습니다.,프롬프트와 사람 표현이 일치합니다.,사람의 얼굴이 식별 가능합니다.,이미지가 프롬프트 내용을 반영하고 있습니다.,밤 장면으로 적절한 밝기입니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 속합니다.,밤에 맞는 색 구성입니다.,산책길이라는 장소 컨텍스트가 적절히 표현되었습니다.,이미지에 텍스트가 삽입되지 않았습니다.,18,L5,,L5,1742,530
20260416_104349_9fac9e,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 명확하게 수영하는 모습으로 검출됨.,강아지의 얼굴이 선명하게 표현됨.,"눈, 코, 귀 중복 없이 잘 표현됨.",강아지 다리가 정상 개수로 표현됨.,강아지가 한 마리만 있음.,거울 이미지가 없음.,단일 장면으로 표현됨.,한국-일본식 파스텔 그림체로 표현됨.,사실적 렌더링 없이 그림체로 표현됨.,프롬프트와 충돌 없이 사람 표현됨.,사람의 얼굴이 식별 가능하게 표현됨.,프롬프트의 장면(처음 수영)이 잘 반영됨.,밝기가 적절하게 유지됨.,이미지가 충분히 선명함.,색감이 파스텔 범위 내에 있음.,낮 장면에 적절한 팔레트 사용됨.,배경이 집 외부로 프롬프트와 일치함.,이미지에 텍스트가 없음.,18,L5,,L5,1739,529
20260416_104416_697530,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,이미지에 강아지가 명확히 보인다.,강아지 얼굴이 선명하게 표현되어 있다.,"눈, 코, 귀 등이 중복되지 않았다.",강아지의 다리가 정상적으로 표현되어 있다.,이미지에 강아지가 한 마리만 보인다.,반사 이미지가 없다.,단일 장면으로 구성되어 있다.,파스텔 그림책 스타일로 표현되어 있다.,사실적 렌더링이 없다.,프롬프트와 일치하는 인물이 그려져 있다.,사람의 얼굴이 명확하게 표현되어 있다.,프롬프트 내용(준서와의 포근한 밤)이 잘 반영되어 있다.,밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 해당한다.,밤을 표현하는 색상 팔레트가 적절하다.,배경이 실내라는 장소를 잘 표현하고 있다.,이미지에 텍스트가 삽입되지 않았다.,18,L5,,L5,1743,528
20260416_104445_c06482,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 명확히 보입니다.,강아지 얼굴이 선명하게 보입니다.,중복된 얼굴 부분이 없습니다.,다리 개수가 정상적입니다.,이미지에 강아지가 1마리입니다.,반사 또는 거울 이미지가 없습니다.,단일 장면입니다.,한국-일본식 파스텔 그림책 스타일입니다.,사실적 렌더링이 없습니다.,프롬프트와의 충돌이 없습니다.,사람 얼굴이 식별 가능합니다.,프롬프트의 장면이 잘 반영되었습니다.,밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 속합니다.,밤 시간대에 맞는 팔레트입니다.,주거 실내라는 장소 배경이 일치합니다.,이미지에 텍스트가 없습니다.,18,L5,,L5,1744,512
20260416_104514_4017a8,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,,,1,이미지에 강아지가 명확히 보입니다.,강아지 얼굴이 왜곡 없이 선명하게 표현되었습니다.,"강아지의 눈, 코, 귀 등이 중복되지 않았습니다.",강아지의 다리 개수가 정상입니다.,강아지가 정확히 1마리입니다.,반사나 거울 효과가 없습니다.,이미지가 단일 장면으로 구성되어 있습니다.,한국-일본식 파스텔 그림책 스타일로 보입니다.,사실적 렌더링이 혼합되어 있지 않습니다.,사람 표현이 프롬프트와 충돌하지 않습니다.,사람의 얼굴이 명확히 식별 가능합니다.,프롬프트의 장면이 이미지에 잘 반영되었습니다.,이미지의 밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 톤에 잘 맞습니다.,프롬프트에 낮/밤 정보가 없습니다.,프롬프트에 장소 키워드가 없습니다.,이미지에 텍스트가 삽입되어 있지 않습니다.,16,L4,,L4,1745,556
20260416_104539_93b839,1,1,1,1,1,1,1,1,1,1.0,0.0,0,1,1,1,1.0,1.0,1,이미지에 강아지가 명확히 검출됨.,강아지 얼굴이 선명하게 표현됨.,"눈, 코, 귀가 중복 생성되지 않음.",다리 개수가 추가 생성되지 않음.,이미지 내에 한 마리의 강아지만 있음.,반사/거울 이미지가 없음.,단일 장면으로 표현됨.,한국-일본식 파스텔 그림책 스타일임.,사실적 렌더링이 혼입되지 않음.,프롬프트와 사람 표현이 충돌하지 않음.,사람 얼굴이 명확히 식별되지 않음.,프롬프트의 '낮잠' 장면은 이미지에 반영되지 않음.,밝기가 적절함.,이미지가 충분히 선명함.,색감이 파스텔 범위에 속함.,프롬프트의 낮과 이미지 팔레트가 일치함.,프롬프트의 장소와 이미지 배경이 일치함.,이미지에 텍스트가 삽입되지 않음.,16,L4,prompt_reflected->L3,L3,1740,541
20260416_104607_26d4b5,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,0,이미지에 강아지가 명확히 보입니다.,강아지 얼굴이 명확하고 선명하게 보입니다.,강아지 얼굴에 중복된 부분이 없습니다.,강아지의 다리 개수는 적절합니다.,이미지에는 강아지가 한 마리만 있습니다.,반사 또는 거울 효과가 없습니다.,이미지가 단일 장면으로 구성되어 있습니다.,한국식 파스텔 그림책 스타일입니다.,사실적 렌더링이 혼합되지 않았습니다.,사람이 프롬프트와 충돌로 보이지 않습니다.,사람 얼굴이 식별 가능하게 표현되었습니다.,프롬프트의 장면이 이미지에 잘 반영되어 있습니다.,이미지의 밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위로 보입니다.,프롬프트의 시간대와 이미지 팔레트가 일치합니다.,장소와 배경이 프롬프트와 일치합니다.,이미지에 텍스트가 삽입되어 있습니다.,17,L5,no_text->L3,L3,1742,557
20260416_104632_3ff383,1,1,1,1,0,1,1,1,1,1.0,1.0,1,1,1,1,,,1,강아지가 이미지에 명확히 두 마리 보입니다.,강아지 얼굴이 선명하게 표현되었습니다.,"눈, 코, 귀가 중복 없이 적절히 표현되었습니다.",다리 개수가 적절하게 표현되었습니다.,이미지 내 강아지가 두 마리입니다.,반사나 거울 이미지가 없습니다.,단일 장면으로 표현되었습니다.,파스텔 그림책 스타일로 표현되었습니다.,사실적인 렌더링이 없습니다.,사람의 표현이 프롬프트와 충돌하지 않습니다.,사람 얼굴이 식별 가능하게 표현되었습니다.,프롬프트의 장면이 이미지에 잘 반영되었습니다.,밝기가 적절합니다.,이미지가 선명하게 표현되었습니다.,색감이 파스텔 범위에 속합니다.,프롬프트에 시간 정보가 없습니다.,프롬프트에 장소 키워드가 없습니다.,이미지에 텍스트가 삽입되지 않았습니다.,15,L4,one_dog->L1,L1,1740,589
20260416_104700_05c5ac,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1.0,1,강아지가 이미지에 명확히 보입니다.,강아지의 얼굴이 선명하게 표현되어 있습니다.,강아지의 얼굴 부위가 중복되지 않았습니다.,강아지의 다리가 추가적으로 생성되지 않았습니다.,이미지 내 강아지는 정확히 한 마리입니다.,반사 이미지가 없습니다.,이미지는 단일 장면으로 구성되었습니다.,한국-일본식 파스텔 스타일로 그려졌습니다.,사실적 렌더링 요소가 포함되지 않았습니다.,프롬프트에 묘사된 사람이 이미지에 잘 반영되었습니다.,사람의 얼굴이 식별 가능하게 표현되었습니다.,프롬프트의 장면이 이미지에 잘 반영되었습니다.,밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 범위에 속합니다.,낮으로 보이는 팔레트가 적절합니다.,소파에서 자고 있는 장면이 프롬프트와 일치합니다.,이미지에 텍스트가 삽입되지 않았습니다.,18,L5,,L5,1745,559
20260420_103527_8d6995,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,,1.0,1,강아지가 이미지 중앙에 분명히 보입니다.,강아지 얼굴이 선명하고 왜곡되지 않았습니다.,"강아지의 눈, 코, 귀가 중복 생성되지 않았습니다.",강아지의 다리 개수가 정상입니다.,이미지에 강아지가 정확히 1마리입니다.,이미지에 반사나 거울 효과는 없습니다.,이미지는 단일 장면입니다.,파스텔 그림책 스타일로 보입니다.,사실적 렌더링 요소는 없습니다.,프롬프트와 이미지 내 사람의 표현이 일치합니다.,사람의 얼굴이 명확히 표현되었습니다.,프롬프트의 내용이 이미지에 반영되었습니다.,이미지의 밝기가 적절합니다.,이미지가 충분히 선명합니다.,색감이 파스텔 톤입니다.,프롬프트에 시간 정보가 없습니다.,장소가 실내라는 점이 프롬프트와 일치합니다.,이미지에 텍스트가 삽입되지 않았습니다.,17,L5,,L5,1739,549
