image_id,dog_visible,face_clear,no_duplicate_face_parts,no_extra_legs,one_dog,no_mirror,no_multi_panel,pastel_style,no_realistic_rendering,human_prompt_consistency,human_face_clear,prompt_reflected,brightness_ok,sharpness_ok,pastel_color_ok,time_palette_ok,place_context_ok,no_text,reason_dog_visible,reason_face_clear,reason_no_duplicate_face_parts,reason_no_extra_legs,reason_one_dog,reason_no_mirror,reason_no_multi_panel,reason_pastel_style,reason_no_realistic_rendering,reason_human_prompt_consistency,reason_human_face_clear,reason_prompt_reflected,reason_brightness_ok,reason_sharpness_ok,reason_pastel_color_ok,reason_time_palette_ok,reason_place_context_ok,reason_no_text,total_score,raw_level,caps_applied,final_level,input_tokens,output_tokens
20260416_095440_001e5e,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 이미지 중앙에 명확하게 보입니다.,강아지 얼굴의 이목구비가 선명하게 표현되어 있습니다.,강아지의 얼굴 부분이 중복되지 않고 잘 그려졌습니다.,다리 개수가 적절하고 자연스럽게 표현되었습니다.,이미지에는 정확히 한 마리의 강아지가 있습니다.,반사 이미지가 존재하지 않습니다.,이미지가 단일 장면으로 구성되어 있습니다.,전체적으로 파스텔 그림책 스타일입니다.,사실적인 렌더링이 포함되지 않았습니다.,프롬프트와 인간의 표현이 충돌하지 않습니다.,사람 얼굴이 명확하게 식별 가능합니다.,프롬프트의 핵심 장면이 잘 반영되어 있습니다.,이미지의 밝기가 적절합니다.,전체적으로 이미지가 선명합니다.,색감이 파스텔 범위에 잘 맞습니다.,프롬프트의 상황에 맞는 팔레트입니다.,프롬프트에 맞게 겨울 배경이 잘 표현되었습니다.,이미지에 텍스트가 없습니다.,18,L5,,L5,2766,559
20260416_095507_49e27b,1,1,1,1,1,1,1,1,1,1.0,0.0,1,1,1,1,1.0,1,1,이미지에 강아지가 명확히 보인다.,강아지의 얼굴이 선명하게 보이며 왜곡이 없다.,강아지의 얼굴에 중복된 부분이 없다.,다리 개수가 적절하며 추가 생성되지 않았다.,이미지 내에 강아지가 정확히 한 마리만 있다.,반사나 거울 이미지는 없다.,이미지가 단일 장면으로 구성되어 있다.,한국-일본식 파스텔 그림책 스타일이다.,사실적 렌더링이 혼입되지 않았다.,사람의 상반신이 표현되어 있으며 프롬프트와 일치한다.,사람의 얼굴이 흐릿하게 표현되어 있다.,비 오는 날 나영과 함께 있는 장면이 잘 반영되었다.,밝기가 적절하다.,이미지가 충분히 선명하다.,색감이 파스텔 범위에 적합하다.,비 오는 날 분위기와 팔레트가 일치한다.,비 오는 날의 실내 장면이 배경과 잘 맞는다.,이미지에 텍스트가 삽입되지 않았다.,17,L5,,L5,2764,567
20260416_095537_996595,1,1,1,1,1,1,1,1,1,,1.0,1,1,1,1,1.0,1,1,강아지가 명확히 보인다.,강아지의 얼굴이 선명하게 표현되어 있다.,강아지 얼굴에 중복된 부분이 없다.,강아지 다리 개수가 정상이다.,이미지에 강아지는 정확히 한 마리이다.,반사 이미지가 없다.,단일 장면으로 구성되어 있다.,한국-일본식 파스텔 그림책 스타일로 그려졌다.,사실적 렌더링이 혼입되지 않았다.,프롬프트에서 인간에 대한 구체적 지시가 없다.,사람 얼굴이 선명하게 표현되었다.,강아지가 물에서 신나는 모습이 잘 반영되었다.,밝기가 적절하다.,이미지 전반이 선명하고 디테일이 살아있다.,색감이 파스텔 범위 내에 있다.,자연광이 잘 표현되어 프롬프트와 어울린다.,계곡 배경이 잘 표현되어 있다.,이미지에 텍스트가 없다.,17,L5,,L5,2769,547
20260416_095601_54be30,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1,1,강아지가 명확히 보인다.,강아지 얼굴이 선명하고 자연스럽다.,중복된 얼굴 요소가 없다.,다리 개수가 자연스럽게 표현되어 있다.,이미지 내에 강아지가 한 마리만 존재한다.,거울 이미지가 없다.,단일 장면으로 구성되어 있다.,파스텔 느낌의 일러스트 스타일이다.,사실적 렌더링이 포함되지 않았다.,인물이 없다.,인물이 없다.,밤 산책의 핵심 장면이 잘 반영되어 있다.,밝기가 적절하게 표현되어 있다.,이미지가 선명하다.,색감이 파스텔 느낌을 잘 유지하고 있다.,밤의 느낌에 어울리는 팔레트이다.,밤 산책의 장소적 맥락이 잘 표현되어 있다.,텍스트가 삽입되어 있지 않다.,16,L4,,L4,2764,515
20260416_095626_9e9226,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1,1,강아지가 이미지에 명확히 나타나 있음.,강아지 얼굴이 선명하고 이목구비의 비율이 적절함.,"눈, 코, 귀가 중복 생성되지 않음.",강아지 다리가 네 개로 정상적으로 표현됨.,이미지 내에 강아지가 정확히 한 마리만 있음.,반사 또는 거울 효과가 없음.,이미지가 단일 장면으로 구성됨.,파스텔 그림책 스타일이 잘 반영됨.,사실적 렌더링이 혼입되지 않았음.,사람이 등장하지 않음.,사람이 등장하지 않음.,강아지가 로프와 놀고 있는 장면이 잘 반영됨.,밝기가 적절하게 표현됨.,이미지 전체가 선명함.,색감이 파스텔 범위에 속함.,프롬프트의 시간대와 이미지 팔레트가 일치함.,실내 배경이 적절하며 맥락에 부합함.,이미지에 텍스트가 삽입되지 않음.,16,L4,,L4,2767,559
20260416_095654_19fdb9,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1,1,이미지 중앙에 명확히 강아지가 위치하고 있습니다.,강아지의 얼굴이 선명하게 잘 표현되어 있습니다.,"강아지의 눈, 코, 귀가 중복되거나 왜곡되지 않았습니다.",강아지의 다리 개수가 올바르고 자연스럽게 표현되어 있습니다.,이미지에 정확히 한 마리의 강아지만 있습니다.,반사되거나 거울 이미지가 보이지 않습니다.,이미지는 단일 장면으로 구성되어 있습니다.,파스텔 그림책 스타일로 잘 표현되어 있습니다.,사실적 렌더링이 없고 일러스트 스타일입니다.,"이미지에 사람이 실제로는 없지만, 멀리 실루엣이 있습니다.",사람 얼굴이 직접적으로 묘사되어 있지 않습니다.,느긋한 여름날의 분위기가 이미지에서 잘 드러납니다.,이미지의 밝기가 적절하게 조절되어 있습니다.,이미지 전반에 걸쳐 선명도가 유지되어 있습니다.,파스텔 색감이 전체적으로 사용되었습니다.,여름날의 밝은 팔레트와 잘 맞습니다.,배경이 자연의 풍경을 잘 보여주고 있습니다.,이미지에 텍스트가 삽입되지 않았습니다.,16,L4,,L4,2768,595
20260416_095720_cf997e,1,1,1,1,1,1,1,1,1,1.0,,1,1,1,1,1.0,1,1,강아지가 명확하게 보입니다.,강아지 얼굴이 선명하고 왜곡되지 않았습니다.,"눈, 코, 귀가 중복 생성되지 않았습니다.",강아지의 다리 개수가 적절하게 표현되었습니다.,이미지에는 강아지가 한 마리만 있습니다.,반사/거울 이미지가 없습니다.,이미지가 단일 장면으로 구성되어 있습니다.,한국식 파스텔 그림체가 잘 구현되었습니다.,사실적 렌더링이 없습니다.,앞모습의 사람 표현이 부드러우며 프롬프트와 잘 일치합니다.,사람의 얼굴이 보이지 않아서 평가할 수 없습니다.,담요에서 행복한 하루를 보내는 장면이 잘 표현되었습니다.,밝기가 적절하게 표현되었습니다.,이미지가 전반적으로 선명합니다.,색감이 파스텔 범위입니다.,시간대와 어울리는 팔레트입니다.,담요 위라는 배경이 적절히 표현되었습니다.,텍스트가 삽입되지 않았습니다.,17,L5,,L5,2765,551
20260416_095746_b73eea,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 이미지에 명확히 보입니다.,강아지의 얼굴이 선명하게 표현되었습니다.,강아지의 얼굴 파츠가 중복되지 않았습니다.,강아지의 다리 개수가 적절합니다.,이미지에는 한 마리의 강아지가 있습니다.,반사된 이미지나 거울 이미지는 없습니다.,하나의 연속된 장면으로 구성되어 있습니다.,전체적인 스타일이 파스텔 느낌을 줍니다.,사실적 렌더링 없이 파스텔 일러스트 스타일입니다.,사람이 이미지에 나타나며 프롬프트와 충돌 없습니다.,사람의 얼굴이 명확히 표현되었습니다.,프롬프트의 감정적 요소가 잘 반영되었습니다.,적절한 밝기로 표현되어 있습니다.,이미지 전반이 충분히 선명합니다.,색감이 파스텔 범위에 적합합니다.,시간대에 따른 팔레트와 잘 일치합니다.,장소와 배경이 프롬프트와 일치합니다.,이미지 내 텍스트가 존재하지 않습니다.,18,L5,,L5,2770,564
20260416_095815_7e1c3a,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 명확히 식별됩니다.,강아지 얼굴이 선명하게 표현되었습니다.,"눈, 코, 귀가 중복되지 않았습니다.",다리 개수가 정확하게 표현되었습니다.,이미지 내에 한 마리의 강아지가 있습니다.,거울 이미지가 없습니다.,단일 장면으로 구성되어 있습니다.,파스텔 그림책 스타일로 잘 표현되었습니다.,사실적 렌더링이 없습니다.,사람이 프롬프트와 일치하게 표현되었습니다.,사람 얼굴이 명확하게 표현되었습니다.,프롬프트의 핵심 장면이 잘 반영되었습니다.,밝기가 적절합니다.,이미지가 전체적으로 선명합니다.,색감이 파스텔 범위에 맞습니다.,시간대에 맞는 팔레트가 사용되었습니다.,실내 배경이 적절하게 표현되었습니다.,텍스트가 삽입되지 않았습니다.,18,L5,,L5,2763,524
20260416_095839_7adf64,1,1,1,1,1,1,1,1,1,,1.0,1,1,1,1,1.0,1,1,이미지에 강아지가 명확히 보입니다.,강아지 얼굴이 선명하게 표현되었습니다.,강아지 얼굴에 중복되는 부분이 없습니다.,강아지 다리 개수는 자연스럽습니다.,이미지에는 강아지가 한 마리만 있습니다.,이미지에 반사나 거울 효과는 없습니다.,이미지는 단일 장면으로 구성되어 있습니다.,한국식 파스텔 스타일로 표현되었습니다.,사실적 렌더링 없이 일러스트 스타일입니다.,프롬프트에 언급된 특정한 사람 정보가 없습니다.,사람의 얼굴이 명확하게 표현되었습니다.,노을 속 산책 장면이 잘 반영되었습니다.,밝기는 적절하게 표현되었습니다.,이미지가 선명하게 표현되었습니다.,색감이 파스텔 범위에 속합니다.,노을 시간대에 맞는 팔레트가 사용되었습니다.,장소가 산책에 잘 맞게 표현되었습니다.,이미지에 텍스트가 삽입되어 있지 않습니다.,17,L5,,L5,2769,548
20260416_103755_8feeb8,1,1,1,1,1,1,1,1,1,,1.0,1,1,1,1,1.0,1,1,강아지가 명확하게 이미지에 보입니다.,강아지의 얼굴이 선명하게 표현되었습니다.,얼굴 요소들이 중복되지 않았습니다.,강아지 다리가 자연스럽고 추가된 다리가 없습니다.,이미지에는 정확히 한 마리의 강아지만 있습니다.,반사나 거울 효과가 없습니다.,단일 장면으로 구성되어 있습니다.,한국-일본식 파스텔 그림책 스타일로 그려졌습니다.,사실적인 렌더링이 섞여 있지 않습니다.,프롬프트에 사람에 대한 언급이 없습니다.,사람의 얼굴이 분명하게 표현되어 있습니다.,프롬프트의 핵심 장면과 요소가 모두 반영되었습니다.,밝기도 적절하게 표현되었습니다.,이미지가 전반적으로 선명하게 표현되었습니다.,색감이 파스텔 범위 내에 있습니다.,야간임을 고려한 팔레트가 적절합니다.,프롬프트에 어울리는 실내 장면이 잘 표현되어 있습니다.,텍스트가 삽입되지 않았습니다.,17,L5,,L5,2767,560
20260416_103841_1f8d70,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 명확히 보입니다.,강아지 얼굴이 선명하고 자연스럽게 표현되었습니다.,"눈, 코, 귀가 중복되지 않고 정상적으로 표현되었습니다.",강아지의 다리 개수가 자연스럽게 표현되었습니다.,이미지에는 강아지가 정확히 1마리만 있습니다.,반사나 거울 이미지가 없습니다.,이미지는 단일 장면으로 구성되어 있습니다.,한국일본식 파스텔 그림책 스타일로 표현되었습니다.,사실적 렌더링 요소가 없습니다.,사람 표현이 프롬프트와 일치합니다.,사람 얼굴이 선명하고 식별 가능합니다.,공원에서 신난 솜솜이의 장면과 일치합니다.,밝기가 적절하게 표현되었습니다.,이미지가 전반적으로 선명하고 디테일이 잘 살아있습니다.,색감이 파스텔 범위 내에 있습니다.,시간대에 어울리는 팔레트가 사용되었습니다.,프롬프트 '공원'과 이미지 배경이 정확히 일치합니다.,이미지에 텍스트가 없습니다.,18,L5,,L5,2766,567
20260416_103909_5fee36,1,1,1,1,1,1,1,1,1,,1.0,0,1,1,1,,0,1,이미지에 강아지가 명확히 나타나 있습니다.,강아지의 얼굴이 선명하게 표현되어 있습니다.,"강아지의 눈, 코, 귀가 중복되지 않았습니다.","강아지의 다리가 정상적으로 나타나고 있으며, 추가된 다리가 없습니다.",이미지에서 강아지는 하나만 있습니다.,반사 이미지가 없습니다.,이미지가 단일 장면으로 구성되어 있습니다.,한국식 파스텔 그림책 스타일로 잘 묘사되었습니다.,사실적 렌더링이 혼합되지 않았습니다.,사람의 표현이 프롬프트와 충돌하지 않습니다.,사람의 얼굴이 명확하게 표현되어 있습니다.,프롬프트의 '눈밭' 요소가 이미지에 반영되지 않았습니다.,밝기가 적절하게 조절되어 있습니다.,이미지가 충분히 선명하고 디테일이 살아있습니다.,색감이 파스텔 범위 내에 있습니다.,시간대와 관련된 요소가 명시되지 않았습니다.,장소 배경이 '눈밭'과 일치하지 않습니다.,텍스트가 삽입되어 있지 않습니다.,14,L4,prompt_reflected->L3,L3,2764,574
20260416_103934_44e77c,1,1,1,1,1,1,1,1,1,,,0,1,1,1,1.0,0,1,강아지가 명확히 잘 보입니다.,강아지의 얼굴이 왜곡 없이 선명하게 그려져 있습니다.,"눈, 코, 귀가 중복되지 않고 잘 표현되어 있습니다.",다리가 추가로 생성되지 않고 자연스럽습니다.,강아지가 한 마리만 등장합니다.,반사나 거울 이미지가 없습니다.,단일 장면으로 구성되어 있습니다.,한국-일본식 파스텔 그림책 스타일입니다.,사실적 렌더링은 혼입되지 않았습니다.,사람 묘사는 프롬프트에 명시되어 있지 않습니다.,사람의 얼굴이 나타나지 않습니다.,"프롬프트의 병원, 간식 요소가 이미지에 반영되지 않습니다.",밝기가 적절하여 보기 좋습니다.,이미지가 전반적으로 선명합니다.,파스텔 색감이 적절하게 사용되었습니다.,팔레트가 자연스럽고 낮 시간에 어울립니다.,프롬프트의 장소(병원)와 배경(공원)이 일치하지 않습니다.,이미지에 텍스트가 없습니다.,14,L4,prompt_reflected->L3,L3,2766,562
20260416_103959_4a15fe,1,1,1,1,1,0,1,1,1,,1.0,1,1,1,1,1.0,1,1,강아지가 명확히 확인된다.,강아지의 얼굴이 선명하게 표현되어 있다.,강아지의 얼굴에 중복된 부위는 없다.,강아지의 다리 개수가 적절하다.,이미지 내에 강아지는 한 마리이다.,거울의 반사가 이미지에 포함되어 있다.,이미지는 단일 장면으로 구성되어 있다.,한국-일본식 파스텔 그림책 스타일이다.,사실적 렌더링이 혼입되지 않았다.,사람의 표현은 프롬프트와 관련이 없다.,사람 얼굴이 명확하고 선명하게 표현되었다.,프롬프트의 '예뻐진' 느낌이 반영되었다.,이미지 밝기가 적절하다.,이미지가 전체적으로 선명하다.,색감이 파스텔 범위에 포함되어 있다.,시간대에 대한 구체적 언급은 없으나 색상은 일관됨.,장소에 대한 구체적 언급은 없으나 분위기는 실내로서 적절하다.,이미지에 텍스트가 삽입되지 않았다.,16,L4,,L4,2767,573
20260416_104025_ef714c,1,1,1,1,0,1,1,1,1,,1.0,1,1,1,1,1.0,1,1,강아지 두 마리가 명확히 보입니다.,강아지 얼굴이 선명하게 잘 그려져 있습니다.,"눈, 코, 귀가 중복되지 않고 자연스럽습니다.",다리 개수가 정상적으로 표현되어 있습니다.,이미지에 강아지가 두 마리 있습니다.,반사 이미지가 없습니다.,단일 장면으로 구성되어 있습니다.,한국-일본식 파스텔 그림책 스타일입니다.,사실적 렌더링이 포함되지 않았습니다.,프롬프트에 사람에 대한 언급이 없습니다.,사람의 얼굴이 명확하게 표현되었습니다.,프롬프트의 핵심 장면이 잘 반영되었습니다.,밝기가 적절합니다.,이미지가 선명하고 디테일이 잘 살아 있습니다.,색감이 파스텔 범위에 속합니다.,이미지의 팔레트가 시간대와 잘 맞습니다.,장소가 적절하게 표현되었습니다.,이미지에 텍스트가 삽입되지 않았습니다.,16,L4,one_dog->L1,L1,2763,543
20260416_104101_725b25,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 명확히 그림에 나타나 있다.,강아지의 얼굴 이목구비가 선명하게 표현되어 있다.,강아지 얼굴에 중복된 이목구비가 없다.,강아지 다리가 추가 생성되지 않았다.,이미지 내에 정확히 한 마리의 강아지만 있다.,이미지에 반사 또는 거울 효과가 없다.,이미지가 하나의 장면으로 구성되어 있다.,파스텔 그림책 스타일로 그려졌다.,사실적 렌더링이 없이 파스텔화로 표현되었다.,사람이 프롬프트와 일치한다.,사람의 얼굴이 선명하게 표현되어 있다.,프롬프트의 핵심 장면인 지훈이와 강아지가 반영되었다.,적절한 밝기로 밤의 분위기를 잘 표현하고 있다.,이미지가 선명하고 디테일이 살아있다.,파스텔의 색감이 잘 적용되었다.,저녁/밤의 팔레트로 색상이 적절하다.,배경이 거실로 보이며 프롬프트와 일치한다.,텍스트가 삽입되지 않았다.,18,L5,,L5,2767,581
20260416_104130_a17a93,1,1,1,1,0,1,0,1,1,,1.0,1,1,1,1,1.0,1,1,강아지가 분명하게 그림에 표현되어 있음.,강아지 얼굴이 선명하고 뚜렷하게 표현되어 있음.,"눈, 코, 귀가 중복되어 있지 않음.",다리 개수가 올바르게 표현됨.,이미지에 여러 마리의 강아지가 표현되어 있음.,반사 이미지가 없음.,이미지가 두 부분으로 분할됨.,한국-일본식 파스텔 스타일이 잘 표현됨.,사실적인 렌더링이 아님.,사람이 프롬프트와의 충돌 여부와 관련 없음.,사람 얼굴이 식별 가능하게 표현됨.,프롬프트의 핵심 장면이 잘 반영됨.,이미지의 밝기가 적절함.,이미지가 전반적으로 선명함.,색감이 파스텔 범위에 잘 맞음.,프롬프트의 시간대와 이미지의 팔레트가 일치함.,프롬프트에 제시된 운동장 배경이 적절하게 표현됨.,이미지에 텍스트가 삽입되지 않음.,15,L4,"one_dog->L1,no_multi_panel->L1",L1,2766,565
20260416_104156_dd767c,1,1,1,1,1,1,0,1,1,,,1,1,1,1,1.0,1,1,강아지가 명확하게 검출됩니다.,강아지 얼굴 표현이 선명합니다.,"눈, 코, 귀가 중복되지 않았습니다.",다리 개수가 자연스럽게 그려졌습니다.,이미지에 강아지가 한 마리입니다.,반사된 이미지가 없습니다.,이미지가 두 개의 장면으로 나뉘어 있습니다.,한국-일본식 파스텔 그림책 스타일입니다.,사실적 렌더링이 없습니다.,프롬프트에 사람 요소가 없습니다.,사람이 명확히 등장하지 않습니다.,강아지와 자전거 장면이 잘 반영되었습니다.,밝기가 적절합니다.,이미지가 선명합니다.,색감이 파스텔 범위에 있습니다.,장면의 팔레트가 자연스럽습니다.,산책 장면이 배경에 잘 어우러집니다.,텍스트가 삽입되지 않았습니다.,15,L4,no_multi_panel->L1,L1,2767,527
20260416_104223_48d74c,1,1,1,1,1,1,1,1,1,1.0,,1,1,1,1,1.0,1,1,강아지가 명확히 이미지에 나타나 있습니다.,강아지 얼굴이 뭉개짐 없이 선명하게 표현되었습니다.,"눈, 코, 귀가 중복되지 않고 정상적으로 표현되었습니다.",다리 개수가 정확히 표현되어 있습니다.,이미지에는 정확히 한 마리의 강아지만 있습니다.,이미지에 반사나 거울 효과가 없습니다.,이미지는 단일 장면으로 구성되어 있습니다.,이미지가 한국-일본식 파스텔 그림책 스타일로 표현되었습니다.,사실적 렌더링 요소가 없습니다.,사람 부분이 프롬프트와 충돌하지 않고 자연스럽게 표현되었습니다.,사람의 얼굴이 이미지에 포함되지 않았습니다.,프롬프트의 핵심 장면과 요소가 잘 반영되어 있습니다.,밝기가 적절하여 이미지가 잘 보입니다.,이미지가 전반적으로 선명합니다.,색감이 파스텔 범위 내에 적합하게 표현되었습니다.,이미지의 팔레트가 시간대와 잘 맞습니다.,장소와 배경이 프롬프트와 일치합니다.,이미지에 텍스트가 삽입되지 않았습니다.,17,L5,,L5,2766,636
20260416_104255_91c25e,1,1,1,1,0,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,이미지에 강아지가 명확히 검출됩니다.,강아지 얼굴이 왜곡 없이 선명하게 표현되어 있습니다.,"눈, 코, 귀가 중복되지 않고 자연스럽게 그려졌습니다.",다리가 추가 생성되지 않고 적절히 표현되어 있습니다.,이미지에 두 마리의 강아지가 있습니다.,반사나 거울 이미지가 없습니다.,멀티패널이나 분할 화면이 아닙니다.,한국-일본식 파스텔 그림책 스타일로 표현되었습니다.,사실적 렌더링이 혼합되지 않았습니다.,프롬프트에 충돌되는 사람 표현이 없습니다.,사람 얼굴이 식별 가능하게 표현되어 있습니다.,프롬프트의 핵심 장면과 요소가 잘 반영되었습니다.,밝기가 적절하게 표현되었습니다.,이미지 전반이 충분히 선명하고 디테일이 살아있습니다.,색감이 파스텔 범위 내에 있습니다.,프롬프트와 이미지의 팔레트가 일치합니다.,프롬프트의 장소와 이미지 배경이 일치합니다.,이미지에 텍스트가 삽입되지 않았습니다.,17,L5,one_dog->L1,L1,2762,581
20260416_104322_21e269,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 명확히 보입니다.,강아지 얼굴이 선명하게 표현되었습니다.,얼굴 부위가 중복되지 않았습니다.,다리가 자연스럽고 추가 생성되지 않았습니다.,강아지가 한 마리만 있습니다.,반사나 거울 이미지가 없습니다.,단일 장면으로 구성되었습니다.,파스텔 그림책 스타일입니다.,사실적 렌더링이 없습니다.,프롬프트와 충돌하지 않고 인물이 표현되었습니다.,사람 얼굴이 선명하게 표현되었습니다.,프롬프트의 핵심 장면이 잘 반영되었습니다.,밝기가 적절합니다.,이미지가 선명하게 표현되었습니다.,색감이 파스텔 범위 내에 있습니다.,밤의 팔레트와 잘 일치합니다.,밤 산책의 배경이 적절합니다.,텍스트가 삽입되지 않았습니다.,18,L5,,L5,2767,518
20260416_104349_9fac9e,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 이미지에 명확히 보입니다.,강아지 얼굴이 선명하고 잘 표현되어 있습니다.,강아지의 얼굴 부위가 중복되지 않았습니다.,강아지의 다리 개수가 올바르게 표현되었습니다.,이미지에 한 마리의 강아지만 있습니다.,반사나 거울 이미지가 없습니다.,단일 장면으로 구성되어 있습니다.,파스텔 그림책 스타일로 그려졌습니다.,사실적인 렌더링이 사용되지 않았습니다.,프롬프트와 일치하는 사람 표현입니다.,사람의 얼굴이 명확하게 표현되어 식별 가능합니다.,프롬프트의 핵심 장면이 반영되었습니다.,밝기가 적절합니다.,이미지가 전체적으로 선명합니다.,색감이 파스텔 범위에 적합합니다.,프롬프트의 시간대와 이미지 팔레트가 일치합니다.,배경이 수영장 또는 물과 관련된 장소로 적절합니다.,이미지에 텍스트가 없습니다.,18,L5,,L5,2764,535
20260416_104416_697530,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 이미지에 명확히 나타나 있음.,강아지 얼굴이 선명하게 표현되어 있음.,눈/코/귀가 중복되지 않고 자연스러움.,다리 개수가 자연스럽고 추가 생성되지 않음.,이미지에 정확히 한 마리의 강아지만 있음.,거울이나 반사 이미지가 없음.,단일 장면으로 구성되어 있음.,한국식 파스텔 그림책 스타일이 잘 표현됨.,사실적 렌더링 없이 파스텔 스타일에 맞게 그려짐.,"프롬프트와 인물의 표현이 일치함. '준서와의 포근한 밤, 행복했어.'와 잘 맞음.",인물의 얼굴이 명확하게 식별 가능함.,프롬프트의 핵심 장면이 잘 반영됨.,조명이 적절하여 전체적으로 어두운 밤 분위기가 잘 표현됨.,이미지 전반이 충분히 선명하고 디테일이 살아 있음.,색감이 파스텔 범위 내에서 잘 적용됨.,프롬프트의 밤 시간대와 일치하는 어두운 팔레트를 사용함.,배경이 실내 환경임을 보여주어 프롬프트와 잘 어울림.,이미지에 텍스트가 전혀 삽입되지 않음.,18,L5,,L5,2768,617
20260416_104445_c06482,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 명확하게 나타나 있음.,강아지의 얼굴이 선명하고 이목구비가 잘 표현됨.,중복된 얼굴 요소 없이 자연스럽게 표현됨.,다리 개수가 정상적이며 추가로 나타나지 않음.,이미지에 강아지가 정확히 한 마리 있음.,반사나 거울 이미지가 포함되어 있지 않음.,이미지가 단일 장면으로 구성되어 있음.,한국식 파스텔 그림책 스타일로 채색됨.,사실적인 렌더링 없이 그림체로 표현됨.,프롬프트와 사람들이 일치하는 모습으로 표현됨.,사람들의 얼굴이 식별 가능하게 표현됨.,프롬프트의 핵심인 낯선 손님들과 친해진 모습을 잘 반영함.,밝기가 적절하여 눈에 무리가 가지 않음.,이미지가 충분히 선명하게 표현됨.,색감이 파스텔 특유의 부드러운 톤을 보임.,실내 저녁을 반영한 따뜻한 팔레트 사용.,실내 장면이 명절 분위기와 잘 어울림.,이미지에 텍스트가 삽입되어 있지 않음.,18,L5,,L5,2769,593
20260416_104514_4017a8,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1.0,1,1,강아지가 이미지 중앙에 명확하게 표시됨.,강아지의 얼굴 이목구비가 선명하게 표현됨.,강아지의 얼굴에 중복되는 부분이 없음.,강아지의 다리 개수와 위치가 자연스러움.,이미지 내 강아지는 정확히 한 마리임.,반사나 거울 이미지가 없음.,이미지는 단일 장면으로 구성됨.,한국식 파스텔 그림책 스타일이 잘 나타남.,사실적 렌더링 요소가 없음.,프롬프트와 어긋나지 않게 사람이 표현됨.,사람의 얼굴 이목구비가 선명하게 표현됨.,프롬프트 배경 및 상황이 적절히 반영됨.,밝기가 적절하여 보기 좋음.,이미지가 전체적으로 선명함.,색감이 전반적으로 파스텔에 유사함.,명시된 시간과 팔레트가 잘 어울림.,실내 장면임을 확인할 수 있음.,텍스트가 이미지에 포함되지 않음.,18,L5,,L5,2770,561
20260416_104539_93b839,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1.0,1,1,강아지가 이미지 중앙에 명확히 보인다.,강아지 얼굴이 선명하고 부드럽게 표현되었다.,"눈, 코, 귀가 중복 없이 자연스럽게 표현되었다.",다리 개수가 정확히 표현되어 있다.,이미지 내 강아지가 정확히 1마리이다.,반사나 거울 이미지가 없다.,단일 장면으로 구성된 이미지이다.,한국-일본식 파스텔 그림책 스타일로 잘 표현되었다.,사실적 렌더링 없이 일러스트 스타일을 유지하고 있다.,프롬프트에 사람 언급이 없어 일치 여부 평가 없음.,사람의 얼굴이 주요 요소가 아니므로 평가하지 않음.,프롬프트의 핵심 아이디어인 햇살 속의 낮잠 장면이 잘 표현되었다.,이미지의 밝기가 적절하게 표현되었다.,이미지가 전반적으로 선명하다.,파스텔 톤의 색감이 적절하게 사용되었다.,낮의 분위기에 맞는 밝은 팔레트가 사용되었다.,배경이 주택의 정원 또는 마당과 잘 어울린다.,텍스트가 이미지 안에 삽입되지 않았다.,16,L4,,L4,2765,576
